Game Date,Team,Opponent,GS,AB,Runs,Hits,2B,3B,HR,RBI,BB,IBB,HBP,K,SB,CS,SH,SF,GDP,CI,bats,hitter_name,FANTASY_PTS
"07/17/2017
",SLN,At NYN,1,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,3
"07/18/2017
",SLN,At NYN,1,4,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,R,Jedd_Gyorko,10
"07/19/2017
",SLN,At NYN,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"07/20/2017
",SLN,At NYN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/21/2017
",SLN,At CHN,1,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,8
"07/22/2017
",SLN,At CHN,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,2
"07/23/2017
",SLN,At CHN,1,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,8
"07/24/2017
",SLN,Vs. COL,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,R,Jedd_Gyorko,2
"07/25/2017
",SLN,Vs. COL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,R,Jedd_Gyorko,2
"07/26/2017
",SLN,Vs. COL,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,4
"07/28/2017
",SLN,Vs. ARI,1,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,13
"07/29/2017
",SLN,Vs. ARI,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/30/2017
",SLN,Vs. ARI,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,4
"08/01/2017
",SLN,At MIL,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/02/2017
",SLN,At MIL,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,5
"08/03/2017
",SLN,At MIL,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"08/04/2017
",SLN,At CIN,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"08/05/2017
",SLN,At CIN,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/08/2017
",SLN,At KCA,1,2,2,1,0,0,1,3,3,0,0,0,0,1,0,0,0,0,R,Jedd_Gyorko,26
"08/09/2017
",SLN,Vs. KCA,1,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,5
"08/10/2017
",SLN,Vs. KCA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,0
"08/11/2017
",SLN,Vs. ATL,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,4
"08/15/2017
",SLN,At BOS,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"08/16/2017
",SLN,At BOS,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,4
"08/17/2017
",SLN,At PIT,1,5,2,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,22
"08/18/2017
",SLN,At PIT,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/19/2017
",SLN,At PIT,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/20/2017
",SLN,At PIT,1,4,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,21
"08/22/2017
",SLN,Vs. SDN,1,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,16
"08/23/2017
",SLN,Vs. SDN,1,4,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,12
"08/24/2017
",SLN,Vs. SDN,1,3,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,9
"08/25/2017
",SLN,Vs. TBA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/26/2017
",SLN,Vs. TBA,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,8
"09/15/2017
",SLN,At CHN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/17/2017
",SLN,At CHN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/19/2017
",SLN,At CIN,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/20/2017
",SLN,At CIN,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"09/22/2017
",SLN,At PIT,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"09/23/2017
",SLN,At PIT,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/24/2017
",SLN,At PIT,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,2
"09/25/2017
",SLN,Vs. CHN,1,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,20
"09/26/2017
",SLN,Vs. CHN,1,4,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,21
"09/27/2017
",SLN,Vs. CHN,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,4
"09/28/2017
",SLN,Vs. CHN,1,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,R,Jedd_Gyorko,3
"04/04/2017
",DET,At CHA,1,4,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,18
"04/06/2017
",DET,At CHA,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,7
"04/07/2017
",DET,Vs. BOS,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,R,Nick_Castellanos,12
"04/08/2017
",DET,Vs. BOS,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/09/2017
",DET,Vs. BOS,1,4,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,21
"04/10/2017
",DET,Vs. BOS,1,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,5
"04/11/2017
",DET,Vs. MIN,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,3
"04/12/2017
",DET,Vs. MIN,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,7
"04/13/2017
",DET,Vs. MIN,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/14/2017
",DET,At CLE,1,5,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,7
"04/15/2017
",DET,At CLE,1,5,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,7
"04/16/2017
",DET,At CLE,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,R,Nick_Castellanos,7
"04/18/2017
",DET,At TBA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/19/2017
",DET,At TBA,1,5,0,2,0,2,0,3,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,22
"04/20/2017
",DET,At TBA,1,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,8
"04/21/2017
",DET,At MIN,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,5
"04/22/2017
",DET,At MIN,1,5,2,2,1,0,1,2,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,23
"04/23/2017
",DET,At MIN,1,4,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,6
"04/25/2017
",DET,Vs. SEA,1,4,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,13
"04/26/2017
",DET,Vs. SEA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/27/2017
",DET,Vs. SEA,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,R,Nick_Castellanos,2
"04/28/2017
",DET,Vs. CHA,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,8
"04/29/2017
",DET,Vs. CHA,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,2
"04/30/2017
",DET,Vs. CHA,1,4,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,15
"05/01/2017
",DET,Vs. CLE,1,5,1,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,R,Nick_Castellanos,17
"05/02/2017
",DET,Vs. CLE,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,7
"05/03/2017
",DET,Vs. CLE,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,7
"05/05/2017
",DET,At OAK,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,R,Nick_Castellanos,2
"05/06/2017
",DET,At OAK,1,5,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,12
"05/07/2017
",DET,At OAK,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,9
"05/09/2017
",DET,At ARI,1,3,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,11
"05/10/2017
",DET,At ARI,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Nick_Castellanos,0
"05/11/2017
",DET,At LAA,1,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,7
"05/12/2017
",DET,At LAA,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/13/2017
",DET,At LAA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/14/2017
",DET,At LAA,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,R,Nick_Castellanos,5
"05/16/2017
",DET,Vs. BAL,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Nick_Castellanos,0
"05/17/2017
",DET,Vs. BAL,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,R,Nick_Castellanos,4
"05/18/2017
",DET,Vs. BAL,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"05/19/2017
",DET,Vs. TEX,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,R,Nick_Castellanos,7
"05/20/2017
",DET,Vs. TEX,1,4,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,21
"05/21/2017
",DET,Vs. TEX,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/22/2017
",DET,At HOU,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/23/2017
",DET,At HOU,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,R,Nick_Castellanos,0
"05/26/2017
",DET,At CHA,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,3
"05/27/2017
(1)
",DET,At CHA,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,2
"05/27/2017
(2)
",DET,At CHA,1,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,8
"05/28/2017
",DET,At CHA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/29/2017
",DET,At KCA,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,4
"05/30/2017
",DET,At KCA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/31/2017
",DET,At KCA,1,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,R,Nick_Castellanos,10
"06/02/2017
",DET,Vs. CHA,1,2,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,17
"06/03/2017
",DET,Vs. CHA,1,3,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,18
"06/04/2017
",DET,Vs. CHA,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Nick_Castellanos,10
"06/06/2017
",DET,Vs. LAA,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,3
"06/07/2017
",DET,Vs. LAA,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,3
"06/08/2017
",DET,Vs. LAA,1,4,1,3,1,0,1,2,0,0,0,1,0,1,0,0,0,0,R,Nick_Castellanos,24
"06/09/2017
",DET,At BOS,1,5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,14
"06/10/2017
",DET,At BOS,1,4,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,7
"06/11/2017
",DET,At BOS,1,5,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,16
"06/13/2017
",DET,Vs. ARI,1,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,8
"06/14/2017
",DET,Vs. ARI,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/15/2017
",DET,Vs. TBA,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,3
"06/16/2017
",DET,Vs. TBA,1,4,1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,23
"06/17/2017
",DET,Vs. TBA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/18/2017
",DET,Vs. TBA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/19/2017
",DET,At SEA,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,3
"06/20/2017
",DET,At SEA,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,2
"06/21/2017
",DET,At SEA,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Nick_Castellanos,6
"06/22/2017
",DET,At SEA,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,12
"06/23/2017
",DET,At SDN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/24/2017
",DET,At SDN,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,3
