Game Date,Team,Opponent,GS,AB,Runs,Hits,2B,3B,HR,RBI,BB,IBB,HBP,K,SB,CS,SH,SF,GDP,CI,bats,hitter_name,FANTASY_PTS
"04/03/2016
",SLN,At PIT,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,2
"04/05/2016
",SLN,At PIT,1,5,1,2,0,0,1,2,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,19
"04/06/2016
",SLN,At PIT,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/08/2016
",SLN,At ATL,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"04/10/2016
",SLN,At ATL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,2
"04/13/2016
",SLN,Vs. MIL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/16/2016
",SLN,Vs. CIN,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,7
"04/17/2016
",SLN,Vs. CIN,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,14
"04/18/2016
",SLN,Vs. CHN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/19/2016
",SLN,Vs. CHN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/22/2016
",SLN,At SDN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/23/2016
",SLN,At SDN,1,5,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,24
"04/24/2016
",SLN,At SDN,1,5,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,27
"04/25/2016
",SLN,At ARI,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Jedd_Gyorko,0
"04/26/2016
",SLN,At ARI,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/27/2016
",SLN,At ARI,1,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,9
"04/28/2016
",SLN,At ARI,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"04/29/2016
",SLN,Vs. WSH,1,3,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,7
"04/30/2016
",SLN,Vs. WSH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/01/2016
",SLN,Vs. WSH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/04/2016
",SLN,Vs. PHI,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,3
"05/05/2016
",SLN,Vs. PHI,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,4
"05/06/2016
",SLN,Vs. PIT,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,2
"05/07/2016
",SLN,Vs. PIT,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/08/2016
",SLN,Vs. PIT,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/10/2016
",SLN,At LAA,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,10
"05/13/2016
",SLN,At LAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/14/2016
",SLN,At LAN,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"05/17/2016
",SLN,Vs. COL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/19/2016
",SLN,Vs. COL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/20/2016
",SLN,Vs. ARI,1,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,11
"05/21/2016
",SLN,Vs. ARI,1,4,1,2,0,0,1,3,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,21
"05/24/2016
",SLN,Vs. CHN,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"05/25/2016
",SLN,Vs. CHN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/26/2016
",SLN,At WSH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"05/28/2016
",SLN,At WSH,1,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,6
"05/29/2016
",SLN,At WSH,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,8
"05/31/2016
",SLN,At MIL,1,4,1,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,21
"06/03/2016
",SLN,Vs. SFN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"06/05/2016
",SLN,Vs. SFN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,3
"06/07/2016
",SLN,At CIN,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"06/09/2016
",SLN,At CIN,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"06/10/2016
",SLN,At PIT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"06/11/2016
",SLN,At PIT,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,2
"06/12/2016
",SLN,At PIT,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,R,Jedd_Gyorko,0
"06/17/2016
",SLN,Vs. TEX,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"06/20/2016
",SLN,At CHN,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"06/24/2016
",SLN,At SEA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"06/26/2016
",SLN,At SEA,1,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,16
"06/27/2016
",SLN,At KCA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"06/29/2016
",SLN,Vs. KCA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,3
"06/30/2016
",SLN,Vs. KCA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/03/2016
",SLN,Vs. MIL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,3
"07/04/2016
",SLN,Vs. PIT,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,2
"07/05/2016
",SLN,Vs. PIT,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,8
"07/06/2016
",SLN,Vs. PIT,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,9
"07/08/2016
",SLN,At MIL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/09/2016
",SLN,At MIL,1,5,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,10
"07/15/2016
",SLN,Vs. MIA,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,5
"07/17/2016
",SLN,Vs. MIA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/18/2016
",SLN,Vs. SDN,1,3,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,24
"07/20/2016
(1)
",SLN,Vs. SDN,1,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,16
"07/20/2016
(2)
",SLN,Vs. SDN,1,4,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,33
"07/21/2016
",SLN,Vs. SDN,1,4,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,9
"07/22/2016
",SLN,Vs. LAN,1,5,1,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,19
"07/23/2016
",SLN,Vs. LAN,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/24/2016
",SLN,Vs. LAN,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/26/2016
(1)
",SLN,At NYN,1,4,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,16
"07/26/2016
(2)
",SLN,At NYN,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,14
"07/27/2016
",SLN,At NYN,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,2
"07/28/2016
",SLN,At MIA,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,3
"07/29/2016
",SLN,At MIA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"07/30/2016
",SLN,At MIA,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,3
"07/31/2016
",SLN,At MIA,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,5
"08/02/2016
",SLN,At CIN,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,14
"08/03/2016
",SLN,At CIN,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,7
"08/04/2016
",SLN,At CIN,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/05/2016
",SLN,Vs. ATL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/06/2016
",SLN,Vs. ATL,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,R,Jedd_Gyorko,4
"08/07/2016
",SLN,Vs. ATL,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"08/08/2016
",SLN,Vs. CIN,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Jedd_Gyorko,3
"08/09/2016
",SLN,Vs. CIN,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,R,Jedd_Gyorko,2
"08/11/2016
",SLN,At CHN,1,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,7
"08/12/2016
",SLN,At CHN,1,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,17
"08/13/2016
",SLN,At CHN,1,3,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,20
"08/14/2016
",SLN,At CHN,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,5
"08/16/2016
",SLN,At HOU,1,4,1,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,18
"08/17/2016
",SLN,At HOU,1,4,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,4
"08/19/2016
",SLN,At PHI,1,5,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,19
"08/20/2016
",SLN,At PHI,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,R,Jedd_Gyorko,0
"08/21/2016
",SLN,At PHI,1,5,2,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,23
"08/23/2016
",SLN,Vs. NYN,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,2
"08/24/2016
",SLN,Vs. NYN,1,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,10
"08/25/2016
",SLN,Vs. NYN,1,5,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,19
"08/26/2016
",SLN,Vs. OAK,1,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,16
"08/27/2016
",SLN,Vs. OAK,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,3
"08/28/2016
",SLN,Vs. OAK,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"08/29/2016
",SLN,At MIL,1,4,1,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,19
"08/30/2016
",SLN,At MIL,1,4,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,14
"08/31/2016
",SLN,At MIL,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/02/2016
",SLN,At CIN,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/03/2016
",SLN,At CIN,1,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,16
"09/04/2016
",SLN,At CIN,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,2
"09/05/2016
",SLN,At PIT,1,5,1,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,19
"09/06/2016
",SLN,At PIT,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Jedd_Gyorko,3
"09/07/2016
",SLN,At PIT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/08/2016
",SLN,Vs. MIL,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,6
"09/09/2016
",SLN,Vs. MIL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/10/2016
",SLN,Vs. MIL,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"09/11/2016
",SLN,Vs. MIL,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,7
"09/12/2016
",SLN,Vs. CHN,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,R,Jedd_Gyorko,2
"09/14/2016
",SLN,Vs. CHN,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/15/2016
",SLN,At SFN,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"09/16/2016
",SLN,At SFN,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"09/17/2016
",SLN,At SFN,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,3
"09/18/2016
",SLN,At SFN,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,R,Jedd_Gyorko,0
"09/19/2016
",SLN,At COL,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,12
"09/20/2016
",SLN,At COL,1,4,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,25
"09/21/2016
",SLN,At COL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/23/2016
",SLN,At CHN,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/24/2016
",SLN,At CHN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/25/2016
",SLN,At CHN,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,2
"09/26/2016
",SLN,Vs. CIN,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,5
"09/28/2016
",SLN,Vs. CIN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,0
"09/29/2016
",SLN,Vs. CIN,1,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,R,Jedd_Gyorko,14
"09/30/2016
",SLN,Vs. PIT,1,3,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,16
"10/01/2016
",SLN,Vs. PIT,1,4,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,R,Jedd_Gyorko,17
"10/02/2016
",SLN,Vs. PIT,1,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,R,Jedd_Gyorko,11
"04/05/2016
",DET,At MIA,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,R,Nick_Castellanos,2
"04/06/2016
",DET,At MIA,1,5,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,9
"04/08/2016
",DET,Vs. NYA,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,14
"04/09/2016
",DET,Vs. NYA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/11/2016
",DET,Vs. PIT,1,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,14
"04/12/2016
",DET,Vs. PIT,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/13/2016
",DET,At PIT,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"04/14/2016
",DET,At PIT,1,4,2,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,30
"04/15/2016
",DET,At HOU,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,3
"04/16/2016
",DET,At HOU,1,5,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,15
"04/17/2016
",DET,At HOU,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,3
"04/20/2016
",DET,At KCA,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,3
"04/21/2016
",DET,At KCA,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"04/22/2016
",DET,Vs. CLE,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,3
"04/23/2016
",DET,Vs. CLE,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R,Nick_Castellanos,0
"04/24/2016
",DET,Vs. CLE,1,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,9
"04/25/2016
",DET,Vs. OAK,1,4,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,R,Nick_Castellanos,13
"04/26/2016
",DET,Vs. OAK,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"04/27/2016
",DET,Vs. OAK,1,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,10
"04/28/2016
",DET,Vs. OAK,1,3,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,14
"04/29/2016
",DET,At MIN,1,4,1,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,R,Nick_Castellanos,24
"04/30/2016
",DET,At MIN,1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,6
"05/01/2016
",DET,At MIN,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,R,Nick_Castellanos,20
"05/03/2016
",DET,At CLE,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,8
"05/04/2016
",DET,At CLE,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,6
"05/05/2016
",DET,At CLE,1,4,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,25
"05/06/2016
",DET,Vs. TEX,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/07/2016
",DET,Vs. TEX,1,4,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,12
"05/08/2016
",DET,Vs. TEX,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"05/09/2016
",DET,At WSH,1,4,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,19
"05/10/2016
",DET,At WSH,1,3,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,20
"05/12/2016
",DET,At BAL,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/13/2016
",DET,At BAL,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,5
"05/14/2016
",DET,At BAL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/15/2016
",DET,At BAL,1,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,7
"05/16/2016
",DET,Vs. MIN,1,4,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,21
"05/17/2016
",DET,Vs. MIN,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,5
"05/18/2016
",DET,Vs. MIN,1,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,10
"05/20/2016
",DET,Vs. TBA,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,2
"05/21/2016
",DET,Vs. TBA,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,3
"05/22/2016
",DET,Vs. TBA,1,5,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,12
"05/23/2016
",DET,Vs. PHI,1,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,21
"05/24/2016
",DET,Vs. PHI,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,Nick_Castellanos,3
"05/25/2016
",DET,Vs. PHI,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/27/2016
",DET,At OAK,1,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,17
"05/28/2016
",DET,At OAK,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,0
"05/29/2016
",DET,At OAK,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,2
"05/30/2016
",DET,At LAA,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,R,Nick_Castellanos,2
"05/31/2016
",DET,At LAA,1,4,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,5
"06/01/2016
",DET,At LAA,1,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,9
"06/02/2016
",DET,Vs. NYA,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/04/2016
",DET,Vs. CHA,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,R,Nick_Castellanos,2
"06/05/2016
",DET,Vs. CHA,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"06/06/2016
",DET,Vs. TOR,1,5,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,17
"06/07/2016
",DET,Vs. TOR,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/08/2016
",DET,Vs. TOR,1,3,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,21
"06/10/2016
",DET,At NYA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/11/2016
",DET,At NYA,1,4,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,14
"06/12/2016
",DET,At NYA,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,R,Nick_Castellanos,2
"06/13/2016
",DET,At CHA,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,6
"06/14/2016
",DET,At CHA,1,5,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,R,Nick_Castellanos,4
"06/15/2016
",DET,At CHA,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,5
"06/16/2016
",DET,At KCA,1,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,18
"06/17/2016
",DET,At KCA,1,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,8
"06/18/2016
",DET,At KCA,1,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Nick_Castellanos,12
"06/19/2016
",DET,At KCA,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R,Nick_Castellanos,0
"06/20/2016
",DET,Vs. SEA,1,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,10
"06/21/2016
",DET,Vs. SEA,1,4,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,12
"06/22/2016
",DET,Vs. SEA,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Nick_Castellanos,6
"06/23/2016
",DET,Vs. SEA,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,4
"06/24/2016
",DET,Vs. CLE,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Nick_Castellanos,0
